,Item,Part,R/W,Category,Description,Data Type,Units,Min Value,Max Value
7188,2427,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
7189,2427,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
7190,2427,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
7191,2427,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
7192,2427,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
7193,2427,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
7194,2427,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
7195,2427,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
7196,2427,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
7197,2427,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
7198,2427,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
7199,2427,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
7200,2427,192,R,Leaf Y2-01,Leaf reflector width.,unsigned 16-bit integer,pixel,0.0,65535.0
7201,2427,193,R,Leaf Y2-01,Leaf reflector height.,unsigned 16-bit integer,pixel,0.0,65535.0
7202,2427,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/100 at Leaf Bank,-32768.0,-32768.0
7203,2427,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7204,2427,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
7205,2427,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
7206,2427,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
7207,2427,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
7208,2427,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
7209,2427,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
7210,2427,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
7211,2427,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
7212,2427,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
7213,2427,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
7214,2427,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
7215,2427,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
7216,2427,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
7217,2427,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7218,2427,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7219,2427,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7220,2427,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7221,2427,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
7222,2427,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
7223,2427,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
7224,2427,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
7225,2427,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
7226,2427,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
7227,2427,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
7228,2427,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
7229,2427,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
7230,2427,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
7231,2427,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
7232,2427,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
7233,2427,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
7234,2427,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
7235,2427,404,R,Leaf Y2-01,Permits the disabling of an axis to be delayed when the servo controller moves out of open or closed loop control.,signed 32-bit integer,ms,0.0,2147483647.0
7236,2428,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
7237,2428,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
7238,2428,111,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,7679.0
7239,2428,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7240,2428,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7241,2428,114,R,Leaf Y2-01,Error/Warning flags (active high): b0 - Out of position; b1 - Reflector not found.,unsigned 8-bit integer,flags,0.0,255.0
7242,2428,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
7243,2428,121,R,Leaf Y2-01,Inner limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
7244,2428,122,R,Leaf Y2-01,Maximum output from the servo controller.,signed 32-bit integer,TBA,0.0,100.0
7245,2428,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7246,2428,133,R,Leaf Y2-01,Gain to convert pixels to microns.,signed 32-bit integer,gain in 1x10E-5,-2147483648.0,2147483647.0
7247,2428,136,R,Leaf Y2-01,"Compensates for a deadband in the drive chain (includes servo electronics, motor, stiction).",unsigned 16-bit integer,percent,0.0,100.0
7248,2428,137,R,Leaf Y2-01,"If the servo controller remains within its deadband for the specified timeout, then it is considered to be at its setpoint and may get disabled.",signed 32-bit integer,ms,0.0,2147483647.0
7249,2428,150,RW,Leaf Y2-01,Workflow set gain to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
7250,2428,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
7251,2428,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
7252,2428,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
7253,2428,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
7254,2428,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
7255,2428,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
7256,2428,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
7257,2428,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
7258,2428,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
7259,2428,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
7260,2428,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
7261,2428,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
7262,2428,192,R,Leaf Y2-01,Leaf reflector width.,unsigned 16-bit integer,pixel,0.0,65535.0
7263,2428,193,R,Leaf Y2-01,Leaf reflector height.,unsigned 16-bit integer,pixel,0.0,65535.0
7264,2428,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/100 at Leaf Bank,-32768.0,-32768.0
7265,2428,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7266,2428,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
7267,2428,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
7268,2428,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
7269,2428,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
7270,2428,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
7271,2428,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
7272,2428,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
7273,2428,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
7274,2428,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
7275,2428,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
7276,2428,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
7277,2428,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
7278,2428,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
7279,2428,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7280,2428,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7281,2428,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7282,2428,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
7283,2428,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
7284,2428,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
7285,2428,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
7286,2428,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
7287,2428,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
7288,2428,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
7289,2428,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
7290,2428,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
7291,2428,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
7292,2428,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
7293,2428,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
7294,2428,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
7295,2428,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
7296,2428,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
7297,2428,404,R,Leaf Y2-01,Permits the disabling of an axis to be delayed when the servo controller moves out of open or closed loop control.,signed 32-bit integer,ms,0.0,2147483647.0
7298,2429,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
7299,2429,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
7300,2429,111,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,7679.0
7301,2429,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7302,2429,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7303,2429,114,R,Leaf Y2-01,Error/Warning flags (active high): b0 - Out of position; b1 - Reflector not found.,unsigned 8-bit integer,flags,0.0,255.0
7304,2429,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
7305,2429,121,R,Leaf Y2-01,Inner limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
7306,2429,122,R,Leaf Y2-01,Maximum output from the servo controller.,signed 32-bit integer,TBA,0.0,100.0
7307,2429,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
7308,2429,133,R,Leaf Y2-01,Gain to convert pixels to microns.,signed 32-bit integer,gain in 1x10E-5,-2147483648.0,2147483647.0
7309,2429,136,R,Leaf Y2-01,"Compensates for a deadband in the drive chain (includes servo electronics, motor, stiction).",unsigned 16-bit integer,percent,0.0,100.0
7310,2429,137,R,Leaf Y2-01,"If the servo controller remains within its deadband for the specified timeout, then it is considered to be at its setpoint and may get disabled.",signed 32-bit integer,ms,0.0,2147483647.0
7311,2429,150,RW,Leaf Y2-01,Workflow set gain to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
7312,2429,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
7313,2429,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
7314,2429,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
7315,2429,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
7316,2429,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
7317,2429,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
7318,2429,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
7319,2429,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
7320,2429,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
7321,2429,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
