,Urgentie,Type,Machine,User,Storingsinfo,Status,Meldtijd,Lev.
,NietAcuut,XVI,Linac1,GDV,Storing met: XVI,check opstartvolgorde MQ xvi. Mogelijk moet de sequencer (windows) al opgestart zijn voordat je XVI (de applicatie) start. Er draait een windowsservice op beide machines voor de deze communicatie.,02/03/2018,0
,,,,,Tijdens het opstarten in de ochtend blijft het Mosaiq-icoontje grijs nadat je de tube warmup gedaan hebt. je moet xvi eerst sluiten en opnieuw opstarten om naar de Synergistiq mode te kunnen gaan. Zowel op de L1 als op de L4 en al meerdere ochtenden.,,,
,NietAcuut,,Linac4,MOK,laterale tafelverschuiving (a-Priori) gaat met name het laatste stuk erg traag of staat zelfs stil. Is hier iets aan te doen,-,02/03/2018,0
,NietAcuut,XVI,Linac3,MAJ,Storing met: XVI,-,27/02/2018,0
,,,,,CBCT wordt niet doorgestuurd naar mosaiq. Melding: connection to remote DICOM application failed. server **impax_DCM_SCP** rejected our association.,,,
,Acuut,KVMsysteem,Linac2,MOK,muis in bunker doet het niet,-,26/02/2018,0
,Acuut,,Linac2,MOK,"versneller start niet op, low water pressure",-,26/02/2018,0
,NietAcuut,XVI,Linac3,AVN,"Storing met: Versneller, XVI",-,20/02/2018,0
,,Versneller,,,"Tijdens opstarten 4x reset, 2x een communicatiestoring, en kV opwarmen wilde niet verder na de 1e start. Alles 2x opnieuw aangezet",,,
,NietAcuut,XVI,Linac3,KSS,Storing met: XVI,-,19/02/2018,0
,,,,,Ring artefact M20 filter. pt 0058970 en 6225468,,,
,NietAcuut,Versneller,Linac1,GEE,Storing met: Versneller,-,16/02/2018,0
,,,,,Hump ERROR,,,
,NietAcuut,Overig,Linac3,JOM,Storing met: Overig,-,15/02/2018,0
,,,,,kopcamera is stuk,,,
,Acuut,,Linac1,JGS,Toetsenbord en muis doen het niet.,-,14/02/2018,0
,NietAcuut,XVI,Linac1,GEE,"Storing met: Mosaiq, XVI",-,14/02/2018,0
,,Mosaiq,,,"XVI geeft zeer vaak de melding: unable to clear the XVI inhibbits. Na oke klikken, patient opnieuw voorzetten kunnen we weer verder maar is niet handig. PC opnieuw opstarten is niet de oplossing ;) Vandaag 20-2 nog steeds",,,
,Preventief,,Linac3,MOK,gantry pijl aflezing blijft hangen,-,13/02/2018,0
,In Pauze,,Linac3,MOK,camera op de gantrykop is overbelicht,-,12/02/2018,0
,NietAcuut,KVMsysteem,Linac4,HDV,Storing met: Toetsenbord/muis,Actie bij volgend onderhoud. --> vervangen,08/02/2018,0
,,,,,Het plastic van de knoppen van het bedieningspaneel van de versneller in de bedieningsruimte is beschadigd/afgebrokkeld. Dit is niet hygiënisch en voelt onprettig.,,,
,Acuut,Versneller,Linac3,BBC,Storing met: Versneller,-,07/02/2018,0
,,,,,Down man! Kappen kwadranten maken een knallend geluid bij 40 graden gantry.,,,
,Acuut,Versneller,Linac1,WVD,Storing met: Versneller,-,05/02/2018,0
,,,,,gas press,,,
,NietAcuut,XVI,Linac4,HIZ,"Storing met: Mosaiq, Theraview, XVI",-,02/02/2018,0
,,Mosaiq,,,"wilde pt niet voorzetten, downtime 5 min",,,
,,Theraview,,,,,,
,NietAcuut,XVI,Linac4,MAP,"Storing met: Versneller, XVI",-,02/02/2018,0
,,Versneller,,,communicatie tussen mosaiq en XVI 10 min,,,
,Acuut,Versneller,Linac3,MAJ,Storing met: Versneller,-,02/02/2018,0
,,,,,"D2 rly.off D2 supply geeft machine niet vrij, kan niet instralen met ochtendcontrole",,,
,NietAcuut,XVI,Linac2,KSS,Storing met: XVI,-,01/02/2018,0
,,,,,Scan onderbroken na start. Prntscrn in tempdatadump/L2shit,,,
,NietAcuut,XVI,Linac2,KSS,Storing met: XVI,In onderzoek. bekend probleem is bij elekta neer gelegd,01/02/2018,0
,,,,,message ID parameter invalid. Prntscrn in tempdatadump/l2 shit,,,
,NietAcuut,Versneller,Linac4,GEE,"Storing met: Versneller, Overig",In onderzoek. opnieuw de tafel regeling gecalibreerd,31/01/2018,0
,,Overig,,,laterale tafelpositie: Bij het automatisch verschuiven van de tafel kan hij lastig de laterale tafelpositie vinden. Pas na lang wachten of opnieuw toetsen indrukken vindt hij de juiste positie.,,,
,NietAcuut,Versneller,Linac4,HPW,Storing met: Versneller,-,12/01/2018,0
,Lange termijn,,Linac3,JGS,Target type bij fotonen,-,12/01/2018,0
,Preventief,Versneller,Linac3,TOL,linac error: Targ.type. In service meerdere keren tussen Elektronen en fotonen geswitcht. Dat lost het probleem voor nu op.,-,05/01/2018,0
,,versnellerkop,,,,,,
,Acuut,Versneller,Linac1,PDB,Storing met: Versneller,-,05/01/2018,1
,Acuut,Versneller,Linac1,PDB,Storing met: Versneller,-,04/01/2018,0
,In Pauze,Versneller,Linac3,MAE,tafel verschuiving reageert extreem schokkerig op HHC B side.,-,23/12/2017,0
,In Pauze,,Linac2,HIZ,blokken in beeld theraview,Actie bij volgend onderhoud. kalibreren met volgend onderhoud,15/12/2017,0
,NietAcuut,Versneller,Linac4,PDB,DoseRate Mon 4x gehad,-,08/12/2017,0
,Lange termijn,,Linac1,MOK,begin van de ochtend filter locked 11:20 filter moving,-,05/12/2017,0
,Preventief,Theraview,Linac4,MOK,TCSA doet het regelmatig (3x) niet.Melding Side... stuck. opgelost door theraview opnieuw op te starten,In onderzoek. laboranten zullen bellen als het weer voor komt.,27/11/2017,0
,,TCSA,,,,,,
,Acuut,Overig,Linac1,JGS,Groep 1 zekering eruit gevlogen waardoor alle schermen zwart werden.,-,14/11/2017,0
,Acuut,,Linac1,jhn,Watervalve loopt vast water temperatuur te hoog,-,13/11/2017,0
,Acuut,Tafel,Linac1,MAE,"XVI klapt eruit na een paar graden conebeam draaien: kV enable dropped, ""vertical table out of tolerance""",TCSA was nog wel groen. A-priori opnieuw gedaan en restart XVI software. 30.11.2017 Tijdelijke oplossing: Tafel bewegen. Meenemen in volgend onderhoud.,07/11/2017,0
,Acuut,TCSA,Linac4,MAE,TCSA knoppen van tcsa verschuiving in bedieningsruimte werken niet. 1x werkte de knoppen in de bunker niet.,Na de kabel van de BEDIENING er uit en in gedaan te hebben werkte het ook in de BUNKER weer... Lijkt erop dat de knoppenkast danwel de kabel uit de bedieningsruimte de oorzaak is. Die zou ik de volgende keer vervangen. (HdL),02/11/2017,0
,NietAcuut,,Linac1,jhn,gas press,-,31/10/2017,0
,Acuut,,Linac1,MOK,gass pressure,-,31/10/2017,0
,Acuut,versnellerkop,Linac1,MOK,mlc blijft hangen,-,30/10/2017,0
,Acuut,Versneller,Linac2,LEB,Storing met: Versneller,-,10/10/2017,0
,Acuut,XVI,Linac4,AVN,Storing met: XVI,-,29/09/2017,0
,NietAcuut,Versneller,Linac1,HDV,Zowel bij IMRT als VMAT vandaag al 5x foutmelding Dose Rate Mon met reset required.,In onderzoek.,28/09/2017,0
,In Pauze,Overig,Linac1,HDV,camera aan het voeteneind doet het niet,Na patienten programma even naar kijken.,28/09/2017,0
,NietAcuut,Versneller,Linac4,ANB,V-mat stopt met draaien omdat er gebotst zou zijn. Dit is echter niet het geval geweest.,Vermoeden touchguard of switches,27/09/2017,0
,NietAcuut,,Linac4,GEJ,GANTRY STOPT MET DRAAIEN OP ONGEVEER HOEK 250 BIJ vMAT. dit is eerder gebeurt bij t draaien van een CBCT dezelfde hoek ongeveer. Foutmelding; H2 interrupt,-,25/09/2017,0
,NietAcuut,,Linac4,KIC,HT con K (gaat over in HT con D),In onderzoek.,20/09/2017,0
,Acuut,,Linac4,MVS,HT con D melding. Bestraling stopt daarbij spontaan en moet opnieuw aangezet worden. Dit gebeurt een aantal keer op een dag.,21-9 tijdens onderhoud naar kijken,19/09/2017,0
,Acuut,,Linac4,KIC,CBCT geeft interrupt tijdens het maken van de scan. Opnieuw gestart eb dan pakt hij hem wel goed weer op,-,08/09/2017,0
,In Pauze,,Linac1,GDV,de iso rotatie staat analoog op 270 graden en ook op TCSA scherm te zien alleen in Mosaiq bleef die op 271 graden staan,-,01/09/2017,0
,NietAcuut,,Linac1,PDB,Beam MU CH2 v-mat; een onderbreking bij de laatste 10 ME,-,31/08/2017,0
,NietAcuut,,Linac1,LVK,Hump error bij gantryhoek 1.4 graden,-,31/08/2017,0
,Acuut,,Linac1,MAL,Eerste CBCT gemaakt en vershcuiving uitgevoerd. Daarna wilden wij een post correctie scan maken. Echter dit lukte niet. XVI gaf een table vertical fout melding. Alle systemen zijn opnieuw opgestart en versneller is uit en opnieuw weer aangezet.,In onderzoek.,30/08/2017,0
,NietAcuut,Mosaiq,Linac3,GEJ,"Mosaiq scherm zonder aanleiding een groot grijs scherm, na een paar sec weer in het windows opstartscherm. Mosaiq weer opgestart zonder problemen",-,29/08/2017,0
,Acuut,XVI,Linac2,EVB,"Storing met: Versneller, XVI, Iview",-,24/08/2017,0
,,Versneller,,,,,,
,,Iview,,,,,,
,Acuut,XVI,Linac2,EVB,"Storing met: Versneller, XVI",-,24/08/2017,0
,,Versneller,,,,,,
,Preventief,,Linac4,GDV,de laatste tijd bij het opstarten is de sdd net niet mooi verschilt standaard 1 mm. lager laser komt niet helemaal overeen en bij de tcsa uitvoeren komt het centrum niet helemaal op het plusje op het fantoom uit. Het valt allemaal net binnen de marges ma,-,18/08/2017,0
,Acuut,,Linac1,GEE,"Mevrowu Gesu, TCSA kon niet worden uitvoerd. 16.50u 11-8",-,11/08/2017,0
,Acuut,,Linac1,KIC,storing XVI paneel long lat fout (Henry weet ervan),-,03/08/2017,0
,Acuut,,Linac2,KIC,Met enige regelmaat verschijnt een external terminate. Gisteren ook 3x. Is al vaker gemeld. Reset motors verhelpt het probleem,-,25/07/2017,0
,NietAcuut,Versneller,Linac1,MOK,"bij het opstarten wilde de gantry niet draaien, na 4x reset motors lukte het uiteindelijk, Dit zelfde ritueel moest ik herhalen voor het EPI paneel. Bij het instralen kwam hij niet verder dan 2 MU en gaf een dose rate mon. na 5x reset ging het goed.",-,24/07/2017,0
,Acuut,,Linac2,PDB,Mosaiq reageert niet op de muis.,-,03/07/2017,0
,NietAcuut,Iview,Linac2,JGS,Iview paneel maakt geluid bij opklappen en werkt na uitklappen niet meer,Afgerond,30/06/2017,1
,,EPID,,,,,,
,Acuut,,Linac1,KIC,DART-bord vertoont al enkele uren geen patiëntgegevens,-,26/06/2017,0
,Acuut,,Linac1,MOK,dose diff,-,19/06/2017,0
,Acuut,,Linac1,MOK,icom communication error,-,19/06/2017,0
,NietAcuut,,Linac3,EMS,"Bij 2 patiënten achter elkaar met een vmat plan, terminated fault.",-,08/06/2017,0
,Lange termijn,,Linac4,KSS,Weer veel artefacten op epi`s te zien,-,23/05/2017,0
,In Pauze,,Linac2,LVK,Op de linac 2 werd bij twee prostaat VMAT patiënten achter elkaar een terminated fault (wedge code) weergegeven. Dit beide op ongeveer dezelfde hoek (+-93 graden).,-,23/05/2017,0
,NietAcuut,Mosaiq,Linac2,ANB,"Mosaiq is héél traag, vooral bij het afsluiten van een bestralingsveld",-,05/05/2017,0
,Preventief,,Linac4,KSS,"Hoi, Tijdens het draaien van de tafel naar 90/270, laat het systeem in MQ de pedestal op 359zien. Dit gebeurt, voor zover ik heb gezien, in zeker 95% vd gevallen. Groet",-,04/05/2017,0
,Preventief,Overig,Linac1,GEE,Kopcamera L1 hapert,In onderzoek. Bij volgend onderhoud..,25/04/2017,0
,Acuut,,Linac1,MAE,Fault 33 in xvi. Er kon geen cbct meer gemaakt worden.,-,19/04/2017,0
,Acuut,,Linac4,JGS,XVI doet het niet.,-,18/04/2017,1
,In Pauze,,Linac3,EGD,De draaiing van pedestal valt buiten de tolerantie. (1 graad),Gaan we vanmiddag 6-4 mee aande gang,06/04/2017,0
,NietAcuut,Tafel,Linac3,KIC,Table clutch na uitvoeren van online correctie. Opgelost door de tafel in alle richtingen te verplaatsen en daarna reposition uit te voeren,-,05/04/2017,0
,Acuut,TCSA,Linac1,GEE,Knopje TCSA bediening blijft hangen in de bunker. Geeft dan een melding. Paar keer voor gekomen.,In onderzoek. Meerdere problemen... 1. Het rubberen gedeelte van de knop blijft haken in het metalen gat hiervoor. - Cablon komt met een verbeterde versie. (scherpe randen verwijderd) 2. Softwarematig blijft soms de knop hangen.,30/03/2017,0
,Preventief,XVI,Linac4,KSS,"Na uitvoeren verschuiving gaf XVI Mosaiq niet vrij. XVI afgesloten, konden nog het veld niet openen. XVI weer opgestart, toen verdween `XVI` inhibbit op de versneller.",Connectie fout tussen XVI en versneller. Mogelijk eenmalig.,24/03/2017,0
,Preventief,,Linac4,KSS,"Theraview geeft de melding: ""TCSA Pendant Key is Stuck."" Het ""Move"" knopje blijft hangen. Meerdere malen voorgekomen.",-,14/03/2017,0
,Acuut,,CT-SIM,MOK,table clutch,-,10/03/2017,0
,Lange termijn,,Linac1,GEE,"F1 filter wordt niet goed gelezen door XVI. Filter zit er gewoon in maar programma herkend hem niet. Paar keer erin en eruit, toen herkende hij hem wel en konden we starten.",Actie bij volgend onderhoud vrijdag aanstaande,08/03/2017,0
,NietAcuut,,Linac2,JOM,1 x gestopt tijdens vmat (lang niet meegemaakt) reset,-,08/03/2017,0
,NietAcuut,,Linac1,ANB,"CBCT wilde niet starten, gaf aan dat het F1 filter er niet in zat. Hij bleek F2 te registreren, terwijl F1 er gewoon in zat.",onderdeel besteld,28/02/2017,0
,NietAcuut,,Linac1,ANB,"Bij verschuiven XVI-paneel van S naar M stopt hij tussendoor meerdere malen, ondanks dat je de knopjes ingedrukt houdt.",In onderzoek. Actie bij volgend onderhoud.,28/02/2017,0
,NietAcuut,XVI,Linac4,KSS,"Zo af en toe sluit XVI uit het niet af. Confirm Settings geklikt, vervolgens sluit heel XVI af. Van collega`s begrepen dat mondeling al melding gemaakt is van dit probleem. Soms start de PC uit zichzelf helemaal opnieuw op, soms sluit alleen XVI zich af.",In onderzoek.. . Contact met elekta hierover gehad actie loopt,23/02/2017,1
,Acuut,ConeBeam_arm,Linac1,ANB,"Conebeam stopt halverweg de scan en komt met foutmelding ""kV source arm"". Scan moet opnieuw gemaakt worden, gaat dan wel goed",-,15/02/2017,0
,Preventief,Tafel,Linac3,KSS,"Bij het uitvoeren van de verschuiving via TCSA staat in mosaiq de Pedestal op 359. Wanneer de tafel weer stopt met bewegen, gaat hij weer naar 0. Niet altijd, vanochtend bij 4 patiënten gezien.",-,10/02/2017,0
,Acuut,XVI,Linac1,ANB,"CBCT kan niet gestart worden, omdat volgens XVI het paneel niet in S-stand staat. Hierop staat hij echter wel. Je moet iedere keer naar binnen om even een stukje naar M te schuiven en vervolgens weer terug naar S.",-,03/02/2017,0
,,Versneller,,,,,,
,Acuut,Versneller,Linac3,JAH,"table clutch na TV verschuiving, Z-demand stuck, EIM restarted",-,03/02/2017,0
,Acuut,ConeBeam_arm,Linac1,GDV,"De CBCT pakt de F1-filter vaak niet goed (geen goede connectie). Minimaal 1 keer per dag moet die opnieuw in en uit de cbct gehaald worden en realtief hard er weer ingeduwd worden, waarna die weer ""gezien"" en vrijgegeven wordt.",-,26/01/2017,0
,NietAcuut,Overig,Linac2,GDV,kopcamera begint flink korrelig beeld te geven,-,05/01/2017,0
,NietAcuut,TCSA,Linac2,GDV,external terminate toen we wilden beginnen met stralen.,In onderzoek.,05/01/2017,0
,,Theraview,,,,,,
,In Pauze,Tafel,Linac3,KIC,handbediening van de tafel aan de gantry 90 kant is lam,-,03/01/2017,0
,Acuut,Versneller,Linac1,AVN,hump err reset required,-,27/12/2016,0
,Lange termijn,Tafel,Linac3,KSS,"De bediening op de tafel aan de 90gr kant heeft wat mankementen. Het paneel aan de onderkant, wat ingedrukt moet worden om de bewegingen vrij te geven, blijft soms hangen. Wanneer de lengte los gezet wordt, kan deze met dezelfde beweging ook weer op de r",-,23/12/2016,0
,Preventief,versnellerkop,Linac3,HIZ,Bij pte met Vmat terminationfault met als reden touchguard terwijl we de pte niet geraakt hebben wel 10 cm ertussen. Stopte op hoek 305 graden,-,19/12/2016,0
,NietAcuut,Overig,Linac2,KSS,"Lampje in het verkeerslicht, achter het groene kleurtje is kaduk.",-,08/12/2016,0
,NietAcuut,XVI,Linac1,SAK,xvi geeft de conebeam niet vrij. Nogmaals xvi afsluiten en dan werkt het wel.,-,08/12/2016,0
,NietAcuut,Tafel,Linac3,WVD,"In Mosaiq: Couch Angle en Pedestal gaan vaak van de 0 af. Soms springt de waarde weer vanzelf terug op 0, soms moet er voor de Angle een override voor gegeven worden, zodat we kunnen stralen.",-,30/11/2016,0
,Acuut,EPID,Linac1,KYV,Epi beeld geeft verticale streep (wit). Tot nu toe 3 keer vandaag.,-,24/11/2016,0
,In Pauze,ConeBeam_arm,Linac1,JAH,Collimator conebeam werkt slecht. Geen goed contact moet met geweld erin doen.,-,21/11/2016,0
,Lange termijn,Versneller,Linac3,KSS,"Bij het draaien van de gantry middels de afstandbediening in de bunker draait hij niet constant. (ondanks dat de knop wel constant wordt vast gehouden) Het lijkt of de gantry ergens weerstand ondervindt of dat de knop steeds een beetje los gelaten wordt,",-,11/11/2016,0
,In Pauze,TCSA,Linac1,HPW,"TCSA veld binnen, wordt regelmatig zwart.",-,10/11/2016,0
,Acuut,Mosaiq,Linac2,PDB,Exit MQ,-,03/11/2016,0
,Acuut,Mosaiq,Linac2,PDB,MQ TRaag. Comm. error na 1e epi-veld. TCSA er uit. Opnieuw epi moeten maken.,-,03/11/2016,0
,Acuut,Mosaiq,Linac2,PDB,Traag,-,03/11/2016,0
,Acuut,Mosaiq,Linac2,PDB,comm error. Juiste registratie van de ME`s,-,03/11/2016,0
,Acuut,Mosaiq,Linac3,EGD,Error reporting system,-,03/11/2016,0
,Acuut,Tafel,Linac3,EGD,De tafelrotatie staat regelmatig buiten de tolerantie.,-,03/11/2016,0
,Acuut,Mosaiq,Linac3,EGD,MQ is heeeel erg traag.,-,03/11/2016,0
,Acuut,Mosaiq,Linac3,EGD,Error reporting system.,-,03/11/2016,0
,Acuut,Theraview,Linac2,INB,Exit Theraview,-,03/11/2016,0
,Acuut,Mosaiq,Linac2,INB,Exit MQ,-,03/11/2016,0
,Acuut,Versneller,Linac2,ANB,"Communication error. Juiste aantal ME is afgegeven, echter niet geregistreerd in MQ waardoor het veld nogmaals afgestraald kan worden. Tevens vloog de TCSA eruit.",-,03/11/2016,0
,,TCSA,,,,,,
,,Mosaiq,,,,,,
,Acuut,Mosaiq,Linac2,ANB,Communication error (juist aantal ME geregistreerd),-,03/11/2016,0
,Acuut,Mosaiq,Linac3,EGD,Communication error,-,03/11/2016,0
,Acuut,Mosaiq,Linac3,EGD,Communication error,-,03/11/2016,0
,Acuut,Mosaiq,Linac3,EGD,Communication error.,-,03/11/2016,0
,Acuut,Mosaiq,Linac3,EGD,"Error report, MQ moet opnieuw opgestart worden.",-,03/11/2016,0
,Acuut,XVI,CT-SIM,JEK,"cbct stopt voortijdig, KV enable dropped,kv source arm",-,02/11/2016,0
,,ConeBeam_arm,,,,,,
,NietAcuut,Versneller,Linac1,MAS,2x melding Gantry stop gehad.,-,31/10/2016,0
,NietAcuut,Mosaiq,Linac4,JEK,communication error,-,31/10/2016,0
,In Pauze,Mosaiq,Linac3,EGD,"In MQ krijgen we het buroblad, daarna error reporting system.",-,27/10/2016,0
,Acuut,TCSA,Linac3,PDB,Communication error. Veld wordt automatisch afgesloten. Tafelwaarden worden niet correct weergegeven. Nieuw veld voorgezet. Tafelwaarden kloppen nu wel met mosaiq. Op dat moment blijkt dat theraview denkt dat de TCSA niet is uitgevoerd.,-,24/10/2016,0
,,Theraview,,,,,,
,,Mosaiq,,,,,,
,Acuut,Theraview,Linac1,KYV,"zwarte streep op EPI, zowel op 0 als op 90 graden.",-,20/10/2016,0
,Acuut,Theraview,Linac1,LLB,2 Strepen door het epi beeld van Mw Zwep-Koers dd. 19-10-2016,-,19/10/2016,0
,,EPID,,,,,,
,NietAcuut,Versneller,Linac4,MKO,2R Err Gantry 221 Mw. Jonkers,-,17/10/2016,0
,Acuut,Versneller,Linac4,HIZ,"Dit is herhalingsstoring maar kan de vorige niet vinden. ""D1 ry ""?? hoeken 203 en 192",In onderzoek.,10/10/2016,0
,NietAcuut,Versneller,Linac4,HIZ,"Vanmorgen 2x bij 1 patientVmat en nu ook weer 2x bij patient Vmat: fout melding: D1 rly off, reset required",-,07/10/2016,0
,Acuut,Tafel,Linac3,GEE,Theraview vloog er uit! Naar binnen om dmv reposition knop weer verder te kunnen.,-,06/10/2016,0
,,Theraview,,,,,,
,Acuut,Theraview,Linac4,KYV,Epi laat een lengtestreep in Theraview zien. zowel op 0 als 90 graden.,-,04/10/2016,0
,,EPID,,,,,,
,NietAcuut,Overig,Linac4,JEK,"thv: stoplicht grijs, handmatig starten",-,27/09/2016,0
,NietAcuut,Tafel,Linac4,JEK,"storing tafel, melding: tpss",In onderzoek. henry,27/09/2016,0
,Lange termijn,XVI,Linac4,MOK,"XVI wilde warmup niet doen/ ""...Need Maintanance.."" na 2de poging herstart XVI. toen deed hij het goed...",-,27/09/2016,0
,,ConeBeam_arm,,,,,,
,Acuut,TCSA,Linac1,JGS,POF error TCSA,-,09/09/2016,0
,Acuut,TCSA,Linac1,JGS,POF error TCSA,Gefixt door restart van tulipbox en TV pc,08/09/2016,0
,NietAcuut,Versneller,Linac4,GEE,Dose rate mon. bij 105 ME patient nummer 11264101,-,05/09/2016,0
,Acuut,versnellerkop,Linac1,BBC,"MLC blijft hangen, Reset lost het op. Meerdere malen gebeurd vandaag",In onderzoek. BERT,24/08/2016,0
,Preventief,TCSA,Linac3,KSS,"Theraview bleef hangen, melding Socket Time-Out. Konden geen TCSA uitvoeren. Na opnieuw opstarten Theraview dit wel kunnen doen.",In onderzoek. potmeters vervangen even aankijken nog.,23/08/2016,0
,,Theraview,,,,,,
,NietAcuut,Mosaiq,CT-SIM,MKO,Mosaiq sluit zichzelf regelmatig spontaan af op computer RTvb2.,-,22/08/2016,0
,Acuut,Overig,Linac2,JGS,"raspberry pi van het DART scherm was vastgelopen, gevolgt door corrupt filesystem na een reboot",-,18/08/2016,0
,Preventief,Theraview,Linac3,KSS,Sinds kort verschijnt er af en toe een streep midden in het EPI beeld. Komt zo één a twee keer per dag voor.,-,17/08/2016,0
,Preventief,Tafel,Linac3,KSS,Table clutch melding bij laatste veld. Reset door technicus was nodig om het probleem te verhelpen.,-,17/08/2016,0
,NietAcuut,TCSA,Linac3,NIW,tcsa vliegt eruit. repositioning uitgevoerd,-,16/08/2016,0
,Acuut,Versneller,Linac1,JGS,Tijdens VMAT delta4 > DoseRateError. bundel 3x opnieuw doorgestart. Geen resultaat > Magnetron kapot,-,11/08/2016,0
,NietAcuut,TCSA,Linac2,HPW,"11.00, 13.00 uur en ook 14.30 uur is het gebeurd. External Terminate.",-,05/08/2016,0
,NietAcuut,TCSA,Linac2,HPW,"External Terminate, long table",-,05/08/2016,0
,,Tafel,,,,,,
